stop_id,Population
18499,34.95902205
18496,34.90793548
15583,34.52080815
15609,34.52080815
14915,34.4848342
15017,34.4848342
13093,34.47020901
13101,34.47020901
13102,34.47020901
13190,34.47020901
13191,34.47020901
13199,34.47020901
21724,34.31782074
21749,34.31782074
14913,34.28046919
21913,34.21661999
21959,34.21661999
22331,34.21661999
15591,34.20161638
15600,34.20161638
10543,34.14671232
15589,34.14246446
18639,34.14246446
18144,34.09711825
18176,34.09711825
18177,34.09711825
8125,33.95264419
8132,33.95264419
18383,33.95264419
15586,33.70043727
1067,33.6803943
10468,33.67014001
20755,33.64748947
20982,33.50946203
19124,33.16240603
24112,33.16240603
24071,33.08539249
1066,32.86012913
21066,32.86012913
13112,32.77318601
13250,32.77318601
23594,32.76163755
11488,32.67479519
18411,32.67291856
14125,32.49414503
14482,32.49414503
14486,32.49414503
14487,32.49414503
21649,32.49414503
13175,32.49306017
13909,32.43321754
13934,32.43321754
13935,32.43321754
18240,32.43321754
19125,32.26142411
19134,32.26142411
13113,32.24270456
13248,32.24270456
13249,32.24270456
18141,32.19488196
18142,32.19488196
18179,32.19488196
10481,32.13345906
23694,31.98741062
18363,31.95397269
18366,31.95397269
18371,31.95397269
22918,31.95397269
13247,31.85849724
18384,31.85849724
21052,31.85849724
23192,31.76355478
15584,31.70046493
15585,31.70046493
15607,31.70046493
21395,31.70046493
21412,31.70046493
14234,31.67670253
15664,31.67670253
13226,31.62695777
18263,31.52851387
18265,31.52851387
15556,31.48407341
15557,31.48407341
15558,31.48407341
16456,31.48407341
16457,31.48407341
15590,31.4644015
15601,31.4644015
21500,31.4644015
21501,31.4644015
13188,31.44478493
10574,31.39854604
14364,31.37567123
14784,31.37567123
19170,31.34692459
20380,31.34692459
20381,31.34692459
21934,31.20695189
15610,31.18148978
15899,31.18148978
18685,31.18148978
8133,30.92572107
22756,30.85408952
22757,30.85408952
18373,30.72756699
4170,30.71297924
8546,30.71242966
20932,30.71242966
1071,30.71111539
10607,30.71111539
14124,30.60457082
14235,30.60457082
18262,30.60457082
18266,30.60457082
18382,30.60457082
21916,30.52291195
15200,30.38861682
15215,30.38861682
8302,30.309135
8342,30.309135
11843,30.309135
21900,30.309135
22145,30.309135
23593,30.16088363
23566,30.04826073
10556,30.02417616
18364,29.83315382
18365,29.83315382
18367,29.83315382
18368,29.83315382
18369,29.83315382
18370,29.83315382
16392,29.83051272
12652,29.71688511
13463,29.71688511
20435,29.71688511
15587,29.64083466
15588,29.64083466
15604,29.64083466
15605,29.64083466
10609,29.62023524
2202,29.57261658
2426,29.57261658
13014,29.57261658
17725,29.57261658
17726,29.57261658
18355,29.57261658
22923,29.57261658
22924,29.57261658
23008,29.57261658
16455,29.53599705
13436,29.51213582
23193,29.5012471
18412,29.11300297
21895,29.10242112
23188,29.10242112
10338,29.09694036
21726,29.09335904
15579,28.99321713
10390,28.94696176
20973,28.8007983
23003,28.8007983
23004,28.8007983
4767,28.78189869
15580,28.74653456
15612,28.74653456
10403,28.71338187
21616,28.71204522
2228,28.61851101
10757,28.57701722
22330,28.35116586
10460,28.33997094
16185,28.33922272
16125,28.26257131
19132,28.23833777
24098,28.02091856
24099,28.02091856
12637,27.75660646
12636,27.69149969
12632,27.6227115
20444,27.6227115
21626,27.61163322
11516,27.56050152
11548,27.56050152
9251,27.44355157
24111,27.44355157
6001,27.38666771
6006,27.38666771
9553,27.38666771
21552,27.38666771
21553,27.38666771
22510,27.38666771
12633,27.31878371
12634,27.31878371
12630,27.08977768
15187,26.93391364
15230,26.93391364
5634,26.92204874
1029,26.90162329
12653,26.86235693
13461,26.86235693
14123,26.83970378
14236,26.83970378
23695,26.72544396
11,26.71092813
9557,26.71092813
22946,26.71092813
22947,26.71092813
21783,26.55743894
15577,26.47487987
15578,26.47487987
15614,26.47487987
20488,26.47487987
5635,26.44608714
10832,26.44608714
18840,26.44608714
14122,26.39057884
14237,26.39057884
21045,26.38388166
10485,26.3378457
10553,26.3378457
12631,26.33339225
14767,26.28651183
23375,26.21682012
15898,26.17304464
17175,26.16103678
14108,26.14251421
14251,26.14251421
22760,26.08433276
1022,25.93872524
14493,25.70719692
10500,25.58425611
10518,25.58425611
8436,25.53803277
11573,25.53803277
18586,25.53803277
21910,25.53803277
5699,25.43700688
21373,25.43700688
15613,25.43439816
18474,25.43439816
22758,25.41872627
22759,25.41872627
18058,25.37235065
18271,25.37235065
18272,25.37235065
18274,25.37235065
18387,25.37235065
18388,25.37235065
21206,25.27023147
21753,25.23517611
13100,25.21944708
15194,25.21944708
15195,25.21944708
10509,25.01077556
22675,25.00647468
22761,24.92267468
23681,24.84361235
12925,24.7099294
12943,24.7099294
20383,24.7099294
20384,24.7099294
13561,24.67079575
15780,24.57005564
16168,24.57005564
23572,24.30920263
23573,24.30920263
15571,24.30681814
16443,24.30681814
18475,24.30681814
22502,24.30681814
14121,24.22890055
21561,24.22890055
13331,24.21285591
1926,24.07741221
14904,24.07741221
15131,24.07741221
10511,24.02024177
20489,24.0015018
13940,23.90271266
14804,23.90271266
20935,23.90271266
20936,23.90271266
4572,23.84859647
23684,23.83990209
15188,23.75238188
15229,23.75238188
21914,23.72140823
21915,23.72140823
11187,23.56898545
19009,23.56898545
24110,23.56898545
18748,23.4914237
18757,23.4914237
21582,23.43659977
12619,23.41218275
12642,23.41218275
5702,23.31433596
10554,23.31433596
18667,23.31433596
12658,23.30305283
13456,23.30305283
16513,23.27826381
16642,23.27826381
10612,23.23832835
14768,23.16755792
17869,23.14929841
23125,23.14929841
14368,23.12761371
15402,23.12644052
15497,23.12644052
23082,23.12644052
23238,23.12644052
23239,23.12644052
23240,23.12644052
24105,23.12644052
10736,23.12605314
10827,23.12605314
3003,23.08993068
14492,23.08993068
4901,23.0641261
13937,23.0641261
14035,23.0641261
14036,23.0641261
14753,23.01714488
14754,23.01714488
14755,23.01714488
16267,23.01714488
16268,23.01714488
16393,23.01714488
16969,23.01714488
14445,22.98517513
23552,22.98517513
18070,22.91367039
18116,22.91367039
18117,22.91367039
18118,22.91367039
23005,22.91367039
15781,22.90178771
16167,22.90178771
22334,22.90178771
15401,22.85402526
16388,22.59460797
21089,22.59460797
21090,22.59460797
24046,22.56320069
24062,22.56320069
23294,22.5474887
10741,22.47207722
10822,22.47207722
14903,22.44763669
12618,22.21989507
12643,22.21989507
12644,22.21989507
18676,22.21016967
11672,22.13156477
12629,22.09686462
12638,22.09686462
21702,21.92420515
10339,21.90617474
10482,21.82459836
12926,21.79697655
13837,21.79697655
13838,21.79697655
13975,21.79697655
16442,21.71131353
15573,21.6938206
16441,21.6938206
7853,21.57277179
9155,21.57277179
3583,21.44611608
15202,21.44611608
15205,21.37526125
15206,21.37526125
15224,21.37526125
21262,21.37526125
13911,21.2687824
13912,21.2687824
13933,21.2687824
24063,21.23524271
13330,21.17797535
15135,21.17797535
17176,21.17797535
17177,21.17797535
16463,21.1351914
13939,21.09254991
20934,21.09254991
23047,21.09254991
23048,21.09254991
23170,21.09254991
23307,21.09254991
23362,21.09254991
14275,21.01247324
14905,21.01247324
1970,21.00738167
17174,21.00738167
17494,21.00738167
21625,21.00738167
2786,21.00035711
12660,21.00035711
15201,21.00035711
10498,20.98618061
10539,20.98618061
10457,20.93118264
15565,20.90437222
18476,20.90437222
21540,20.90437222
12473,20.85882081
12541,20.85882081
7019,20.82815273
16444,20.82815273
16445,20.82815273
21859,20.82815273
13874,20.7882609
13880,20.7882609
4663,20.78676615
22988,20.78676615
24047,20.78676615
8908,20.77592951
8913,20.77592951
12933,20.77592951
12934,20.77592951
13468,20.77592951
13841,20.77592951
12476,20.7549262
12539,20.7549262
11200,20.61310535
21346,20.61310535
23291,20.60006241
10664,20.5914609
15865,20.55619847
15892,20.55619847
16122,20.49950028
17397,20.49950028
1038,20.43173554
22133,20.43173554
23220,20.43173554
5343,20.42833077
8339,20.42833077
11637,20.42833077
18675,20.42833077
18760,20.42833077
5881,20.41605624
17502,20.41605624
21725,20.4127915
12657,20.40670446
14916,20.35060857
15066,20.35060857
9601,20.27186578
12666,20.27186578
12945,20.27186578
13008,20.27186578
13029,20.27186578
13030,20.27186578
13186,20.27186578
13201,20.27186578
21613,20.24979417
21614,20.24979417
11006,20.23432232
20989,20.23432232
14297,20.1859606
14316,20.1859606
4155,20.14274858
11633,20.06043365
11759,20.06043365
14216,20.02810124
14298,20.02810124
18061,20.02810124
18195,20.02810124
18393,20.02810124
18394,20.02810124
24133,20.02810124
23683,20.0035655
11156,19.96812482
11340,19.96812482
22398,19.96812482
22560,19.96812482
21303,19.91211136
21304,19.91211136
10402,19.86588504
16124,19.85238377
18069,19.85238377
18119,19.85238377
21021,19.85238377
21122,19.85238377
23218,19.78677722
13329,19.78622119
15121,19.78622119
17178,19.78622119
17179,19.78622119
17492,19.78622119
17493,19.78622119
12693,19.75235207
12694,19.75235207
14505,19.74813501
15866,19.74813501
15891,19.74813501
23087,19.74813501
16280,19.73733859
16281,19.73733859
16282,19.73733859
16283,19.73733859
16284,19.73733859
16961,19.73733859
16962,19.73733859
16963,19.73733859
12659,19.71331102
23080,19.53969166
18749,19.49122356
18756,19.49122356
23437,19.48978576
4948,19.45619134
16436,19.45619134
16503,19.45619134
16504,19.45619134
16505,19.45619134
18507,19.45619134
14901,19.28389549
14902,19.28389549
15133,19.28389549
17999,19.28389549
18395,19.28389549
18396,19.28389549
20406,19.24571824
15298,19.2358078
15299,19.2358078
15373,19.2358078
23682,19.2005973
13296,19.17708864
13297,19.17708864
13298,19.17708864
13386,19.17708864
13387,19.17708864
10776,19.1653506
10784,19.1653506
13457,19.14671312
10733,19.10371486
3569,19.0808245
12617,19.0808245
15191,19.0808245
15225,19.0808245
15226,19.0808245
10601,19.05541311
10659,19.05541311
14906,19.05415952
14907,19.05415952
15107,19.05415952
15108,19.05415952
21962,19.02129686
14296,18.92800622
14317,18.92800622
11236,18.89044804
11293,18.89044804
16279,18.78730449
16964,18.78730449
21556,18.78730449
21569,18.78730449
870,18.75820021
22166,18.75820021
12627,18.73716827
12628,18.73716827
12639,18.73716827
14347,18.73716827
12620,18.72971772
12641,18.72971772
15249,18.69815289
14176,18.68626607
14184,18.68626607
13936,18.67977896
13941,18.67977896
14037,18.67977896
14038,18.67977896
21554,18.67639161
23790,18.67639161
23288,18.61411362
23289,18.61411362
23292,18.61411362
23293,18.61411362
23295,18.61411362
2222,18.57504926
15559,18.57504926
15560,18.57504926
15561,18.57504926
16453,18.57504926
16454,18.57504926
15554,18.55271353
22286,18.50768593
22289,18.50768593
22290,18.50768593
22291,18.50768593
22292,18.50768593
22293,18.50768593
22294,18.50768593
16184,18.44708735
16389,18.44708735
10740,18.41661243
10823,18.41661243
12424,18.37996483
12425,18.37996483
12447,18.37996483
12448,18.37996483
13467,18.37385783
15248,18.35379243
16450,18.35325934
21940,18.35325934
10606,18.33434925
10738,18.31791401
11368,18.16277999
21642,18.11521957
14886,18.11154333
17420,18.11154333
17451,18.11154333
21265,18.10442691
13913,18.03574864
13931,18.03574864
10453,18.03195129
10615,18.03195129
10775,18.00849252
10785,18.00849252
21615,17.94968036
10454,17.91708033
11798,17.9110896
10484,17.89251625
11190,17.83621707
11191,17.83621707
22524,17.83621707
13793,17.83037114
13798,17.83037114
13800,17.83037114
18389,17.83037114
18390,17.83037114
13423,17.77410862
15791,17.77410862
15566,17.76851764
23829,17.73639075
13383,17.72604675
15128,17.72604675
15553,17.72604675
10401,17.68775766
21013,17.68307005
13562,17.67778841
21413,17.67778841
11237,17.65984609
11292,17.65984609
15562,17.65179175
15563,17.65179175
16451,17.65179175
16452,17.65179175
16529,17.57237567
16530,17.57237567
22339,17.57237567
12475,17.5415413
22303,17.5415413
21113,17.52704769
21129,17.52704769
11634,17.50028492
22578,17.50028492
15012,17.48261329
15013,17.48261329
17453,17.48261329
18992,17.48261329
23906,17.48261329
4886,17.4762355
13938,17.4762355
14047,17.4762355
14896,17.4762355
12477,17.40412919
12478,17.40412919
12479,17.40412919
12534,17.40412919
12535,17.40412919
12537,17.40412919
12538,17.40412919
10737,17.34394614
10826,17.34394614
15569,17.2921208
16446,17.2921208
11761,17.2755825
11805,17.2755825
13295,17.25364081
13417,17.25364081
11384,17.25316779
15189,17.24336936
15228,17.24336936
15574,17.17770367
15575,17.17770367
15576,17.17770367
16439,17.17770367
16440,17.17770367
13034,17.17565766
14887,17.16940278
12654,17.14995114
2641,17.12854756
18706,17.12854756
16968,17.12710174
11367,17.11268096
11382,17.11268096
23186,17.09962145
23187,17.09962145
14253,17.09894828
23553,17.09894828
23570,17.09894828
10536,17.07336894
15109,17.06327797
15110,17.06327797
15120,17.06327797
15300,17.06327797
15301,17.06327797
15302,17.06327797
15372,17.06327797
3689,17.04875263
4978,17.04875263
21226,17.04557996
15190,17.01416019
15227,17.01416019
12665,16.99999088
13187,16.99999088
8507,16.9900296
11383,16.9900296
18725,16.9900296
18758,16.9900296
17263,16.9738791
22139,16.93403057
22140,16.93403057
22264,16.93403057
22265,16.93403057
22956,16.93403057
14215,16.92613103
16036,16.88723628
16037,16.88723628
16038,16.88723628
16043,16.88723628
16044,16.88723628
16045,16.88723628
13269,16.88523978
1040,16.85264212
1059,16.85264212
11481,16.80156016
11482,16.80156016
18730,16.80156016
10825,16.80071984
6984,16.7907525
15234,16.7907525
18489,16.7907525
10558,16.77620664
10559,16.77620664
10572,16.77620664
12422,16.72336011
12423,16.72336011
12449,16.72336011
12450,16.72336011
12451,16.72336011
14498,16.72336011
22106,16.72336011
5644,16.7174478
5691,16.7174478
17452,16.69646497
22233,16.6409331
23222,16.6409331
14106,16.57607343
23914,16.57607343
15783,16.55845318
16165,16.55845318
22131,16.55845318
13238,16.53860512
23581,16.51801489
23832,16.48885276
15124,16.48373566
10512,16.47957614
4436,16.40740688
5006,16.40740688
15863,16.35927064
15894,16.35927064
23073,16.35452826
16005,16.35247093
16006,16.35247093
16069,16.35247093
16070,16.35247093
8100,16.32843516
8107,16.32843516
15893,16.32843516
23569,16.32843516
14295,16.31675534
15132,16.31101224
21888,16.29484974
23031,16.26951276
23033,16.26951276
23702,16.26951276
23750,16.26951276
24006,16.26951276
14137,16.26925479
14152,16.26925479
14167,16.26925479
14503,16.26925479
16748,16.26067835
13564,16.2104649
14340,16.20796964
14444,16.20796964
17173,16.15657855
22022,16.13960296
22023,16.13960296
14546,16.08639006
14603,16.08639006
1041,16.07533917
10849,16.05667636
10854,16.05667636
24056,16.05667636
12715,16.04838127
12716,16.04838127
12863,16.04838127
13914,16.04838127
13930,16.04838127
18444,16.04838127
21890,15.86835464
21892,15.86835464
16960,15.83574897
22720,15.83574897
22721,15.83574897
18750,15.81727922
18755,15.81727922
21277,15.80537296
21560,15.80537296
14214,15.80186841
14319,15.80186841
14516,15.80186841
18726,15.80077986
24018,15.77196427
24019,15.77196427
13092,15.76641655
13103,15.76641655
13104,15.76641655
13189,15.76641655
11158,15.74226822
13560,15.73244582
22649,15.70997029
14109,15.70591568
14250,15.70591568
20926,15.65722692
23045,15.65722692
23607,15.65722692
23630,15.65722692
24044,15.65722692
3043,15.63038381
6833,15.63038381
7006,15.63038381
13300,15.63038381
13301,15.63038381
13302,15.63038381
13384,15.63038381
13385,15.63038381
13416,15.63038381
17510,15.63038381
14805,15.60992094
14863,15.60992094
15403,15.60931208
15496,15.60931208
11524,15.58344433
11551,15.58344433
18223,15.58344433
22571,15.58233439
22572,15.58233439
22018,15.54584287
22019,15.54584287
22020,15.54584287
22021,15.54584287
14864,15.54253869
22455,15.54253869
15933,15.53459212
16531,15.53459212
16532,15.53459212
21894,15.53459212
13835,15.52585428
13943,15.52585428
10537,15.42880801
13333,15.4132869
13466,15.4132869
21889,15.35771409
11188,15.29197616
12806,15.27264951
10396,15.2308057
2725,15.22164962
2759,15.22164962
13214,15.21005064
20409,15.21005064
10399,15.19216756
10632,15.19216756
11194,15.1822074
11417,15.1822074
24094,15.1822074
2024,15.1447851
13328,15.1447851
15122,15.1447851
15123,15.1447851
21225,15.10399565
8916,15.09478614
22205,15.09412282
23323,15.09412282
23525,15.09412282
4874,15.08176432
4876,15.08176432
16506,15.08176432
17234,15.08176432
23169,15.08176432
23176,15.08176432
11369,15.07960829
11370,15.07960829
21350,15.07107203
22647,15.07107203
22648,15.07107203
22889,15.07107203
23109,15.07107203
887,15.01548813
22287,15.01548813
22288,15.01548813
22333,15.01548813
22338,15.01548813
22651,15.01548813
22652,15.01548813
10388,14.96382981
10474,14.96382981
17511,14.95105532
21398,14.95105532
9883,14.93373382
11767,14.93373382
11768,14.93373382
11799,14.93373382
13875,14.93187702
14354,14.90088637
11762,14.90037054
13146,14.88638032
3035,14.80654321
6781,14.80654321
13288,14.80654321
13418,14.80654321
13419,14.80654321
13422,14.80654321
13428,14.80654321
13429,14.80654321
14355,14.80654321
15792,14.80654321
8556,14.79224184
16034,14.77672376
21881,14.77672376
21926,14.77672376
16039,14.76764703
16040,14.76764703
16041,14.76764703
16042,14.76764703
16271,14.76764703
10777,14.74236954
10783,14.74236954
14052,14.7361008
11525,14.71819856
13267,14.69097957
13268,14.69097957
13445,14.69097957
22645,14.65401875
22646,14.65401875
10461,14.62299019
10604,14.62299019
13460,14.60100144
10855,14.59637593
15864,14.53484862
11522,14.52904126
11544,14.52904126
22587,14.52904126
22599,14.52904126
14318,14.51266596
22103,14.50266758
22105,14.50266758
24035,14.48484783
24036,14.48484783
24039,14.48484783
16447,14.44309991
14541,14.40022567
22689,14.34464562
16746,14.31622081
14885,14.3110167
22722,14.29690723
22723,14.29690723
22724,14.29690723
22725,14.29690723
11518,14.28647419
15855,14.27230368
15915,14.27230368
18729,14.26512115
18761,14.26512115
1711,14.20679303
16112,14.20679303
16113,14.20679303
16936,14.20679303
17404,14.20679303
21484,14.20679303
21589,14.20679303
21590,14.20679303
21591,14.20679303
21592,14.20679303
10477,14.19110663
18346,14.19110663
24075,14.19110663
15083,14.16940682
18312,14.16940682
18401,14.16940682
18402,14.16940682
13802,14.15704802
16509,14.15704802
22352,14.15704802
14756,14.10164866
14757,14.10164866
14758,14.10164866
14759,14.10164866
16183,14.10164866
16390,14.10164866
16391,14.10164866
17025,14.10164866
17026,14.10164866
21364,14.10164866
10780,14.09840778
19140,14.09840778
22763,14.07695559
22776,14.07695559
8352,14.06845032
11631,14.06845032
9694,14.03359494
16194,14.02999209
21363,14.02999209
21632,14.02999209
14117,13.96574615
14118,13.96574615
14119,13.96574615
14120,13.96574615
14238,13.96574615
14239,13.96574615
14240,13.96574615
14241,13.96574615
14437,13.96574615
22302,13.96574615
16525,13.946275
17875,13.93654977
23127,13.93654977
23128,13.93654977
23131,13.93654977
23360,13.93654977
23641,13.93654977
23642,13.93654977
23046,13.90425279
22501,13.89918175
15081,13.88999022
6986,13.88298415
17614,13.88298415
20984,13.88241169
14369,13.88042879
14471,13.88042879
14472,13.88042879
14776,13.88042879
14777,13.88042879
14778,13.88042879
21403,13.88042879
21407,13.88042879
13455,13.87997621
10603,13.85199053
13563,13.85170839
15940,13.82421494
16922,13.81065264
18391,13.81065264
11371,13.80664253
18727,13.80664253
12405,13.79990896
12406,13.79990896
12409,13.79990896
12426,13.79990896
12427,13.79990896
12428,13.79990896
12429,13.79990896
23830,13.79263858
23831,13.79263858
13388,13.79062853
14793,13.79062853
13272,13.78118481
13435,13.78118481
14363,13.78118481
14785,13.78118481
16137,13.78071619
16138,13.78071619
16797,13.78071619
16798,13.78071619
16801,13.78071619
17036,13.78071619
17037,13.78071619
17038,13.78071619
17388,13.78071619
17389,13.78071619
17390,13.78071619
21534,13.78071619
22152,13.78071619
21964,13.75873968
13469,13.70085839
13840,13.70085839
21288,13.66762494
23346,13.66762494
11546,13.6581358
10400,13.64075264
10538,13.64075264
16003,13.62898895
16004,13.62898895
22762,13.62898895
22775,13.62898895
15862,13.61737157
15896,13.61737157
10381,13.61653324
18656,13.59312949
10347,13.5771707
10432,13.5771707
23041,13.57368621
23628,13.57368621
23634,13.57368621
2682,13.57083777
2701,13.57083777
15773,13.57083777
15968,13.57083777
19064,13.57083777
23791,13.57083777
23792,13.57083777
13294,13.5664047
23751,13.52052946
22138,13.51596699
22141,13.51596699
13598,13.49319408
15936,13.4920746
15937,13.4920746
15939,13.4920746
16017,13.4920746
16018,13.4920746
16019,13.4920746
10398,13.48284913
10467,13.48284913
20988,13.48284913
23563,13.48284913
11733,13.45024378
23584,13.42997678
16542,13.40787535
16802,13.40787535
14352,13.39653855
14794,13.39653855
14796,13.39653855
3188,13.38262977
12483,13.35300476
13945,13.35300476
21713,13.35300476
21867,13.35300476
21868,13.35300476
23088,13.35300476
12240,13.35072788
12241,13.35072788
12242,13.35072788
12587,13.35072788
12588,13.35072788
12589,13.35072788
22104,13.35072788
14888,13.33085325
17867,13.30486921
23126,13.30486921
23130,13.30486921
23306,13.30486921
22691,13.28955075
4898,13.27338802
13207,13.27338802
14039,13.27338802
14040,13.27338802
22150,13.26946463
22650,13.26609139
10856,13.23982117
11878,13.18557326
11912,13.18557326
18046,13.17630389
18047,13.17630389
18048,13.17630389
21891,13.17630389
21963,13.15864977
22158,13.15864977
23116,13.15864977
23352,13.15864977
23366,13.15864977
13625,13.11506535
13751,13.11506535
17153,13.11506535
23166,13.11440353
23810,13.10942153
23811,13.10942153
13122,13.10154314
13239,13.10154314
18728,13.09951943
18762,13.09951943
22952,13.04270604
22953,13.04270604
22954,13.04270604
22955,13.04270604
21076,13.03591593
17112,13.02395516
17156,13.02395516
11804,13.01996611
21960,12.96775569
17507,12.95901646
17613,12.95901646
19160,12.95676026
19161,12.95676026
